Code	SiteCode	biogeo	climate	lat	lon	alt	MMXT	MMNT	MNTM	EMXT	EMNT	TotalP	EMXP	dung	trap	BT	D	SR	ST
HG_T1_C4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	2	0	4
HG_T1_C4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	1	9	0	8
HG_T1_C5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	1	14	0	7
HG_T1_C5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	2	0	4
HG_T1_C5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	0	9	0	7
HG_T1_C6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	2	11	0	4
HG_T1_C6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	1	4	0	3
HG_T1_C6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	1	10	0	7
HG_T1_H1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	3	15	0	12
HG_T1_H1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	5	0	4
HG_T1_H1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	7	0	9
HG_T1_H2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	4	13	0	8
HG_T1_H2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	4	0	2
HG_T1_H2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	0	8	0	9
HG_T1_H3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	2	9	0	6
HG_T1_H3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	4	0	2
HG_T1_H3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	7	0	9
HG_T1_H4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	2	16	0	10
HG_T1_H4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	4	0	4
HG_T1_H4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	8	0	8
HG_T1_H5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	4	15	0	13
HG_T1_H5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	6	0	4
HG_T1_H5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	0	10	0	8
HG_T1_H6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	4	12	0	13
HG_T1_H6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	3	0	5
HG_T1_H6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	5	0	8
HG_T1_S1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	2	13	0	6
HG_T1_S1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	5	0	3
HG_T1_S1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	11	0	8
HG_T1_S2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	2	17	0	7
HG_T1_S2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	2	0	1
HG_T1_S2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	5	0	9
HG_T1_S3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	3	13	0	6
HG_T1_S3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	1	4	0	3
HG_T1_S3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	10	0	7
HG_T1_S4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	2	15	0	7
HG_T1_S4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	5	0	4
HG_T1_S4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	6	0	8
HG_T1_S5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	2	17	0	10
HG_T1_S5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	0	0	3
HG_T1_S5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	9	0	8
HG_T1_S6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	4	19	0	11
HG_T1_S6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	2	0	2
HG_T1_S6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	1	8	0	8
HG_T5_C1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	1	2	0	1
HG_T5_C2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	1	0	0	4
HG_T5_C3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	1	0	3
HG_T5_C4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	1	4	0	2
HG_T5_C5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	3	0	4
HG_T5_C6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	4	0	1
HG_T5_H1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	2	0	2
HG_T5_H2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	1	5	0	3
HG_T5_H3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	2	0	0
HG_T5_H4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	2	0	2
HG_T5_H5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	0	0	2
HG_T5_H6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	1	0	4
HG_T5_S1	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	2	0	2
HG_T5_S2	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	3	0	1
HG_T5_S3	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	3	0	1
HG_T5_S4	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	0	0	3
HG_T5_S5	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	1	0	3
HG_T5_S6	H_BUG	Pannonian	Dfb	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	2	0	2
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	C	T1	0	3	1	7
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	C	T1	0	6	0	0
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	29	5.2	17.1	32.2	0	0	0	C	T4	0	0	0	2
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	G	T1	0	1	0	4
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	G	T1	0	3	0	0
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	S	T1	0	1	0	6
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	S	T1	0	4	0	0
IR_TS_C	IR_TS	Caucaso-Iranian highlands	BWk	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	C	T4	0	2	0	0
IR_TS_G	IR_TS	Caucaso-Iranian highlands	BWk	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	G	T4	0	3	0	0
IR_TS_S	IR_TS	Caucaso-Iranian highlands	BWk	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	S	T4	0	3	0	0
KH_T1C1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	2	5	0	0
KH_T1C1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	1	3	0	0
KH_T1C2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	3	5	0	1
KH_T1C2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	1	1	0	0
KH_T1C3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	2	3	0	0
KH_T1C3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	1	1	0	0
KH_T1C4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	3	4	0	0
KH_T1C4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	0	2	0	1
KH_T1C5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	2	3	0	0
KH_T1C5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	1	2	0	0
KH_T1C6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T1	2	4	0	1
KH_T1C6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T1	1	2	0	1
KH_T1H1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	2	5	0	1
KH_T1H1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	1	1	0	1
KH_T1H2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	2	5	0	0
KH_T1H2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	1	1	0	1
KH_T1H3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	1	6	0	0
KH_T1H3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	0	1	0	1
KH_T1H4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	3	5	0	1
KH_T1H4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	1	1	0	1
KH_T1H5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	2	5	0	1
KH_T1H5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	1	0	0	1
KH_T1H6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T1	2	4	0	1
KH_T1H6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T1	0	1	0	1
KH_T1S1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	3	7	0	0
KH_T1S1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	2	0	1
KH_T1S2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	3	5	0	1
KH_T1S2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	2	0	0
KH_T1S3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	3	3	0	1
KH_T1S3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	1	0	1
KH_T1S4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	4	4	0	1
KH_T1S4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	1	0	1
KH_T1S5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	3	3	0	0
KH_T1S5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	1	0	1
KH_T1S6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T1	1	6	0	0
KH_T1S6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T1	1	2	0	1
KH_T5C1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	2	3	0	0
KH_T5C1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T5	1	2	0	0
KH_T5C2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	2	2	0	1
KH_T5C2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T5	1	3	0	0
KH_T5C3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	1	1	0	0
KH_T5C3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T5	0	1	0	0
KH_T5C4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	1	3	0	0
KH_T5C5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	2	2	0	0
KH_T5C5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T5	0	0	0	1
KH_T5C6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	C	T5	3	4	0	0
KH_T5C6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	C	T5	0	1	0	1
KH_T5H1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	3	5	0	1
KH_T5H1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	1	0	0	1
KH_T5H2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	0	3	0	1
KH_T5H2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	0	2	0	1
KH_T5H3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	2	5	0	1
KH_T5H3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	1	2	0	1
KH_T5H4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	2	6	0	1
KH_T5H4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	1	1	0	1
KH_T5H5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	3	5	0	0
KH_T5H5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	1	1	0	1
KH_T5H6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	H	T5	3	5	0	0
KH_T5H6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	H	T5	1	1	0	1
KH_T5S1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	2	5	0	1
KH_T5S1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	0	2	0	1
KH_T5S2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	2	5	0	0
KH_T5S2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	1	2	0	1
KH_T5S3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	2	1	0	1
KH_T5S3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	1	1	0	0
KH_T5S4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	1	5	0	0
KH_T5S4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	0	1	0	0
KH_T5S5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	2	4	0	0
KH_T5S5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	0	3	0	1
KH_T5S6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	21.1	10.3	15.7	25.5	6	14	5.1	S	T5	1	6	0	2
KH_T5S6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	24.1	13.9	19	33.3	4.9	98.3	26.4	S	T5	1	1	0	1
KHTC1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	1	5	0	2
KHTC2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	2	2	0	1
KHTC3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	3	4	0	1
KHTC4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	1	2	0	1
KHTC5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	2	4	0	1
KHTC6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	C	T1b	2	3	0	2
KHTS1	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	2	3	0	0
KHTS2	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	1	0	0	0
KHTS3	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	1	3	0	0
KHTS4	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	1	0	0	0
KHTS5	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	1	0	0	0
KHTS6	B_KH	Atlantic	Cfb	51.39222222	4.434722222	18	17.9	8.6	13.2	20.3	2.4	112.5	23.9	S	T1b	1	1	0	0
M06_NV_T5_S1	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	2	0	1
M09_NV_T5_S2	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	2	0	1
M10 NV_T1_S5 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	1
M19_NV_T5_S3	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	3	0	3
M21 NV_T5_S5 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	1	0	3
M25 NV_T1_S3 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	1
M26 NV_T5_S4 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	2	0	1
M39_NV_T5_S6	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	2	0	1
M42 NV_T1_S2 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	1
M44 NV_T1_S4 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	0
M48 NV_T1_S1 10/06/2014	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	1
M49_NV_T1_S6	F_CH	Atlantic	Cfb	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	1	0	2
S3	N_LY	West Eurasian taiga	Cfc	60.68722222	5.128888889	20	20.1	12.4	16.2	25.6	9.2	192.3	30.5	S	T5	0	1	0	0
T1/14	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	1	0	1
T1/17	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	3
T1/17	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	1
T1/18	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	2
T1/24	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	1
T1/25	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	2	0	0
T1/26	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	0	0	1
T1/27	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	1
T1/3	RO_BI	Pontian Steppe	Dfb	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	2
