Code	SiteCode	biogeo	climate	start	year	lat	lon	alt	MMXT	MMNT	MNTM	EMXT	EMNT	TotalP	EMXP	dung	trap	BT	D	SR	ST
HG_T1_C1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	0	0	2
HG_T1_C1	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	2	110	0	177
HG_T1_C1	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	1	75	0	32
HG_T1_C2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	17	0	32
HG_T1_C2	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	1	68	0	139
HG_T1_C2	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	6	141	0	23
HG_T1_C3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	3	6	0	25
HG_T1_C3	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	4	62	0	185
HG_T1_C3	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	2	102	0	17
HG_T1_C4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	8	0	16
HG_T1_C4	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	1	108	0	258
HG_T1_C4	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	6	99	0	40
HG_T1_C5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	0	25	0	57
HG_T1_C5	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	0	127	0	194
HG_T1_C5	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	1	154	0	26
HG_T1_C6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T1	2	5	0	5
HG_T1_C6	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	C	T1b	1	110	0	281
HG_T1_C6	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	C	T1b	5	99	0	9
HG_T1_H1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	22	0	17
HG_T1_H1	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	4	23	0	192
HG_T1_H1	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	25	546	0	135
HG_T1_H2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	25	0	6
HG_T1_H2	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	0	29	0	115
HG_T1_H2	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	11	391	0	70
HG_T1_H3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	13	0	3
HG_T1_H3	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	51	0	126
HG_T1_H3	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	5	272	0	23
HG_T1_H4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	8	0	5
HG_T1_H4	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	1	43	0	153
HG_T1_H4	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	3	587	0	67
HG_T1_H5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	18	0	14
HG_T1_H5	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	0	43	0	145
HG_T1_H5	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	10	618	0	88
HG_T1_H6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T1	0	10	0	14
HG_T1_H6	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	H	T1b	3	47	0	129
HG_T1_H6	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	H	T1b	30	914	0	307
HG_T1_S1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	51	0	12
HG_T1_S1	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	2	136	0	250
HG_T1_S1	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	5	115	0	46
HG_T1_S2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	6	0	11
HG_T1_S2	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	8	83	0	137
HG_T1_S2	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	2	177	0	44
HG_T1_S3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	1	13	0	5
HG_T1_S3	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	5	184	0	215
HG_T1_S3	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	3	91	0	33
HG_T1_S4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	20	0	13
HG_T1_S4	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	5	121	0	215
HG_T1_S4	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	5	83	0	38
HG_T1_S5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	0	0	9
HG_T1_S5	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	3	141	0	180
HG_T1_S5	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	3	110	0	53
HG_T1_S6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T1	0	14	0	8
HG_T1_S6	H_BUG	Pannonian	Dfb	June	2015	46.65638889	19.61944444	106	26.8	13.4	20.4	31.5	7	21.1	11.4	S	T1b	11	189	0	221
HG_T1_S6	H_BUG	Pannonian	Dfb	September	2015	46.65638889	19.61944444	106	25.5	13	20.3	36.4	3.9	38.4	14.2	S	T1b	11	243	0	87
HG_T5_C1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	2	5	0	2
HG_T5_C2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	2	0	0	12
HG_T5_C3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	1	0	9
HG_T5_C4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	4	22	0	2
HG_T5_C5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	19	0	13
HG_T5_C6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	C	T5	0	8	0	7
HG_T5_H1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	4	0	3
HG_T5_H2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	1	16	0	3
HG_T5_H3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	9	0	0
HG_T5_H4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	3	0	2
HG_T5_H5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	0	0	2
HG_T5_H6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	H	T5	0	2	0	5
HG_T5_S1	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	2	4	0	2
HG_T5_S2	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	5	0	3
HG_T5_S3	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	3	0	3
HG_T5_S4	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	2	0	0	4
HG_T5_S5	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	1	1	0	6
HG_T5_S6	H_BUG	Pannonian	Dfb	June	2014	46.65638889	19.61944444	106	25.7	13	20.1	34.5	8.4	69.3	30.5	S	T5	2	3	0	5
H_VAC_T1_C1	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	50	0	64
H_VAC_T1_C1	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	0	5	0	72
H_VAC_T1_C2	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	37	0	90
H_VAC_T1_C2	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	0	8	0	148
H_VAC_T1_C3	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	20	0	64
H_VAC_T1_C3	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	0	4	0	156
H_VAC_T1_C4	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	29	0	82
H_VAC_T1_C4	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	0	14	0	169
H_VAC_T1_C5	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	20	0	161
H_VAC_T1_C5	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	1	9	0	209
H_VAC_T1_C6	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	C	T1b	0	31	0	251
H_VAC_T1_C6	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	C	T1b	2	9	0	168
H_VAC_T1_H1	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	1	1	0	3
H_VAC_T1_H1	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	1	21	0	100
H_VAC_T1_H2	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	0	0	0	10
H_VAC_T1_H2	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	1	25	0	181
H_VAC_T1_H3	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	0	0	0	3
H_VAC_T1_H3	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	1	20	0	497
H_VAC_T1_H4	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	0	0	0	4
H_VAC_T1_H4	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	0	13	0	87
H_VAC_T1_H5	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	0	0	0	2
H_VAC_T1_H5	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	1	18	0	132
H_VAC_T1_H6	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	H	T1b	0	1	0	5
H_VAC_T1_H6	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	H	T1b	3	21	0	304
H_VAC_T1_S1	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	1	40	0	140
H_VAC_T1_S1	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	8	0	87
H_VAC_T1_S2	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	0	20	0	76
H_VAC_T1_S2	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	9	0	82
H_VAC_T1_S3	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	0	22	0	139
H_VAC_T1_S3	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	4	0	17
H_VAC_T1_S4	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	0	19	0	172
H_VAC_T1_S4	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	9	0	33
H_VAC_T1_S5	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	0	20	0	216
H_VAC_T1_S5	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	12	0	29
H_VAC_T1_S6	H_VAC	Middle European forests	Dfa	May	2015	47.70583333	19.22972222	176	22.1	10.8	16.3	28.9	5.3	54.6	10.4	S	T1b	1	43	0	193
H_VAC_T1_S6	H_VAC	Middle European forests	Dfa	September	2015	47.70583333	19.22972222	176	22.7	13.7	18.6	33.5	5.3	84.1	22.1	S	T1b	0	13	0	26
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	April	2014	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	C	T1	0	29	2	62
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	C	T1	0	66	0	0
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	C	T4	0	0	0	0
IR_SR_C	IR_SR	Caucaso-Iranian highlands	BWk	September	2013	32.36194444	50.83111111	2055	29	5.2	17.1	32.2	0	0	0	C	T4	0	0	0	3
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	April	2014	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	G	T1	0	13	0	27
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	G	T1	0	32	0	0
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	G	T4	0	0	0	0
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	October	2014	32.36194444	50.83111111	2055	22.6	0.7	11.7	28	-5.4	10.2	5.8	G	T4	0	0	0	0
IR_SR_G	IR_SR	Caucaso-Iranian highlands	BWk	September	2013	32.36194444	50.83111111	2055	29	5.2	17.1	32.2	0	0	0	G	T4	0	0	0	0
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	April	2014	32.36194444	50.83111111	2055	20.4	1.6	11.4	25.2	-5.2	21.1	14.2	S	T1	0	11	0	37
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	S	T1	0	89	0	0
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	October	2013	32.36194444	50.83111111	2055	22.6	0.2	11.7	27	-4.6	5.3	5.3	S	T4	0	0	0	0
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	October	2014	32.36194444	50.83111111	2055	22.6	0.7	11.7	28	-5.4	10.2	5.8	S	T4	0	0	0	0
IR_SR_S	IR_SR	Caucaso-Iranian highlands	BWk	September	2013	32.36194444	50.83111111	2055	29	5.2	17.1	32.2	0	0	0	S	T4	0	0	0	0
IR_TS_C	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	C	T1	0	0	0	0
IR_TS_C	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	C	T4	0	8	0	0
IR_TS_G	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	G	T1	0	0	0	0
IR_TS_G	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	G	T4	0	17	0	0
IR_TS_S	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	S	T1	0	0	0	0
IR_TS_S	IR_TS	Caucaso-Iranian highlands	BWk	November	2013	32.27833333	51.02138889	2113	15	-1.1	6.8	21.4	-5.2	22.9	14.5	S	T4	0	13	0	0
C1	N_LY	West Eurasian taiga	Cfc	August	2014	60.68722222	5.128888889	20	20.1	12.4	16.2	25.6	9.2	192.3	30.5	C	T1	0	1	0	0
C6	N_LY	West Eurasian taiga	Cfc	August	2014	60.68722222	5.128888889	20	20.1	12.4	16.2	25.6	9.2	192.3	30.5	C	T5	0	1	0	0
S4	N_LY	West Eurasian taiga	Cfc	August	2014	60.68722222	5.128888889	20	20.1	12.4	16.2	25.6	9.2	192.3	30.5	S	T5	0	1	0	0
T1/14	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	1	0	1
T1/17	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	3
T1/17	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	5
T1/18	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	4
T1/24	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	1
T1/25	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	2	0	0
T1/26	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	0	0	2
T1/27	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	3
T1/3	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	4
T1/51	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	0	0	10
T1/54	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T1	0	2	0	14
T1/65	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	3
T1/68	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	1
T1/74	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T1	0	0	0	1
T1/75	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T1	0	0	0	7
T5/11	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	0	0	6
T5/13	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	1	0	7
T5/2	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	0	0	2
T5/23	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T5	0	0	0	4
T5/23	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	5
T5/24	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	2	0	1
T5/25	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	1	0	2
T5/29	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	1	0	3
T5/29	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	S	T5	0	0	0	0
T5/36	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T5	0	1	0	5
T5/40	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T5	0	1	0	13
T5/41	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T5	0	1	0	11
T5/41	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	H	T5	0	0	0	3
T5/45	RO_BI	Pontian Steppe	Dfb	July	2014	45.41888889	28.04638889	2	30.3	18	24.2	33.8	14.1	44.7	24.9	C	T5	0	3	0	1
