Code	SiteCode	biogeo	climate	start	year	lat	lon	alt	MMXT	MMNT	MNTM	EMXT	EMNT	TotalP	EMXP	dung	trap	BT	D	SR	ST
G_JM_T1_C6	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T1	2	0	0	0
G_JM_T1_C6	D_BAV	Central European highlands	Dfb	July	2015	48.83277778	13.39805556	1150	27.3	15.3	21.3	35	8.4	47.5	8.6	C	T1b	0	1	0	0
G_JM_T1_H1	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	1	0	0	0
G_JM_T1_H2	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	1	0	0	0
G_JM_T1_H2	D_BAV	Central European highlands	Dfb	July	2015	48.83277778	13.39805556	1150	27.3	15.3	21.3	35	8.4	47.5	8.6	H	T1b	0	5	0	0
G_JM_T1_H3	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	0	0	0	0
G_JM_T1_H3	D_BAV	Central European highlands	Dfb	July	2015	48.83277778	13.39805556	1150	27.3	15.3	21.3	35	8.4	47.5	8.6	H	T1b	1	0	0	0
G_JM_T1_H4	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	0	0	0	0
G_JM_T1_H5	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	1	0	0	0
G_JM_T1_H6	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T1	1	0	0	0
G_JM_T1_H6	D_BAV	Central European highlands	Dfb	July	2015	48.83277778	13.39805556	1150	27.3	15.3	21.3	35	8.4	47.5	8.6	H	T1b	0	1	0	0
G_JM_T5_C1	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	5	0	0	0
G_JM_T5_C2	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	2	0	0	0
G_JM_T5_C3	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	0	0	0	0
G_JM_T5_C4	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	2	1	0	0
G_JM_T5_C5	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	4	0	0	0
G_JM_T5_C6	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	C	T5	3	0	0	0
G_JM_T5_H1	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	0	0	0	0
G_JM_T5_H2	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	1	0	0	0
G_JM_T5_H3	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	0	0	0	0
G_JM_T5_H4	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	0	0	0	0
G_JM_T5_H5	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	0	0	0	0
G_JM_T5_H6	D_BAV	Central European highlands	Dfb	August	2014	48.83277778	13.39805556	1150	21	12	16.5	30	6.5	108.2	17.5	H	T5	0	0	0	0
GJS-C-1	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	0	25	0	14
GJS-C-2	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	1	15	0	19
GJS-C-3	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	0	31	0	18
GJS-C-4	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	0	14	0	11
GJS-C-5	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	0	2	0	0
GJS-C-6	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	C	T1b	1	21	0	18
GJS-H-3	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	H	T1b	0	1	0	0
GJS-H-6	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	H	T1b	0	2	0	0
GJS-S-2	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	S	T1b	0	2	0	0
GJS-S-3	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	S	T1b	0	7	0	0
GJS-S-4	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	S	T1b	0	5	0	0
GJS-S-5	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	S	T1b	0	1	0	0
GJS-S-6	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	S	T1b	0	2	0	0
GN	D_BR	Central European highlands	Dfb	June	2015	49.91888889	11.58694444	400	23.2	11.1	17	32.7	6.7	62.7	17	H	T1b	0	20	0	24
GJB_T_C1	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	6	0	0
GJB_T_C2	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	12	0	1
GJB_T_C3	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	16	0	7
GJB_T_C4	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	13	0	9
GJB_T_C5	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	7	0	11
GJB_T_C6	D_SB	Atlantic	Cfb	June	2015	49.67888889	7.9925	320	24.7	12.6	18.6	33.2	8.7	65	14.7	C	T1b	0	19	0	3
GJB_T1_C1	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	12	0	19
GJB_T1_C2	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	2	0	15
GJB_T1_C3	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	0	0	4
GJB_T1_C4	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	2	0	4
GJB_T1_C5	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	4	0	11
GJB_T1_C6	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T1	0	1	0	12
GJB_T1_H1	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	1
GJB_T1_H2	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	0
GJB_T1_H3	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	0
GJB_T1_H4	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	0
GJB_T1_H5	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	0
GJB_T1_H6	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T1	0	0	0	0
GJB_T5_C1	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	2	0	13
GJB_T5_C2	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	6	0	3
GJB_T5_C3	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	4	0	20
GJB_T5_C4	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	1	0	6
GJB_T5_C5	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	7	0	27
GJB_T5_C6	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	C	T5	0	3	0	8
GJB_T5_H1	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	0
GJB_T5_H2	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	2
GJB_T5_H3	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	0
GJB_T5_H4	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	12
GJB_T5_H5	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	0
GJB_T5_H6	D_SB	Atlantic	Cfb	June	2014	49.67888889	7.9925	320	25.3	11.6	18.4	35.9	6.2	34.8	11.4	H	T5	0	0	0	4
EEM_T1_C1	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	2	0	0
EEM_T1_C1	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	3	0	0
EEM_T1_C2	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	0	0	0
EEM_T1_C2	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	5	0	1
EEM_T1_C3	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	0	0	0
EEM_T1_C3	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	7	0	3
EEM_T1_C4	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	2	0	1
EEM_T1_C4	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	1	0	0
EEM_T1_C5	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	1	0	0
EEM_T1_C5	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	5	0	2
EEM_T1_C6	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T1	0	0	0	0
EEM_T1_C6	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	C	T1b	0	6	0	0
EEM_T1_S1	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	11	0	1
EEM_T1_S1	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	2	0	1
EEM_T1_S2	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	5	0	0
EEM_T1_S2	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	3	0	0
EEM_T1_S3	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	2	0	0
EEM_T1_S3	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	1	0	1
EEM_T1_S4	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	1	0	0
EEM_T1_S4	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	0	0	1
EEM_T1_S5	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	3	0	1
EEM_T1_S5	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	5	0	2
EEM_T1_S6	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T1	0	7	0	1
EEM_T1_S6	EST_TP	Boreonemoral	Dfb	June	2015	58.37222222	26.58361111	67	20.8	8.4	15.1	24.6	3.7	67.8	14.5	S	T1b	0	1	0	0
EEM_T5_C1	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	4	0	1
EEM_T5_C2	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	0	0	0
EEM_T5_C3	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	6	0	0
EEM_T5_C4	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	3	0	0
EEM_T5_C5	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	3	0	1
EEM_T5_C6	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	C	T5	0	3	0	0
EEM_T5_S1	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	10	0	0
EEM_T5_S2	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	3	0	0
EEM_T5_S3	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	5	0	1
EEM_T5_S4	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	2	0	0
EEM_T5_S5	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	2	0	0
EEM_T5_S6	EST_TP	Boreonemoral	Dfb	June	2014	58.37222222	26.58361111	67	19.2	9	14	27.5	2.5	126.2	13	S	T5	0	3	0	1
C01 NV_T5_D2 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	141	0	120
C11_NV_T1_D2	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	22	0	18
C12_NC_T1_D4	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	37	0	9
C16_NV_T5_D5	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	149	0	42
C19_NV_T1_C1	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	20	0	124
C19_NV_T5_D6	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	78	0	115
C21_NV_T1_D6	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	37	0	15
C25_ NV_T1_D3	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	20	0	11
C28_NV_T1_C3	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	39	0	91
C33_NV_T1_D1	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	15	0	2
C37_NV_T1_C4	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	37	0	91
C37_NV_T5_D3	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	68	0	69
C40_NV_T1_C5	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	33	0	72
C48_NV_T5_D4	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	73	0	56
C49_NV_T5_D1	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T5	0	119	0	43
C54_NV_T1_D5	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	D	T1	0	20	0	51
C7_NV_T1_C6	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	30	0	103
C9_NV_T1_C2	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	C	T1	0	23	0	98
D2_NV_T1_D1	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	81	0	96
D25_NV_T1_D3	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	106	0	70
D30_NV_T1_D6	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	67	0	75
D31_NV_T1_D5	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	85	0	71
D43_NV_T1_D4	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	94	0	102
D8_NV_T1_D2	F_CH	Atlantic	Cfb	June	2015	47.78527778	2.748611111	90	26.1	13.2	19.6	34.3	8.8	82.8	63.8	D	T1	0	55	0	91
M06_NV_T5_S1	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	111	0	2
M09_NV_T5_S2	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	82	0	4
M10 NV_T1_S5 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	9	0	1
M19_NV_T5_S3	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	61	0	48
M21 NV_T5_S5 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	17	0	22
M25 NV_T1_S3 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	6	0	2
M26 NV_T5_S4 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	43	0	5
M39_NV_T5_S6	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T5	0	94	0	4
M42 NV_T1_S2 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	14	0	3
M44 NV_T1_S4 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	9	0	0
M48 NV_T1_S1 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	6	0	2
M49_NV_T1_S6	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	S	T1	0	38	0	7
V05 NV_T1_C2 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	4	0	5
V09 NV_T1_C5 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	29	0	5
V15 NV_T5_C3 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	87	0	49
V16 NV_T5_C2 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	111	0	21
V19 NV_T1_C6 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	28	0	15
V26 NV_T5_C4 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	94	0	18
V37 NV_T1_C1 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	8	0	7
V42 NV_T5_C5 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	60	0	0
V46 NV_T5_C1 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	50	0	4
V52 NV_T1_C4 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	22	0	8
V53 NV_T1_C3 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T1	0	9	0	8
V54 NV_T5_C6 10/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	67	0	59
V54 NV_T5_C6 17/06/2014	F_CH	Atlantic	Cfb	June	2014	47.78527778	2.748611111	90	25.4	13.5	19.8	32	7.4	48	24.4	C	T5	0	37	0	1
trap 1	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	38	1	206
trap 10	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	4	88	4	487
trap 2	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	1	25	1	191
trap 3	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	33	2	208
trap 4	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	54	0	176
trap 5	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	1	59	1	120
trap 6	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	34	2	244
trap 7	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	56	0	374
trap 8	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	47	0	202
trap 9	F_MP	Mediterranean sclerophyll	Csb	April	2015	43.92527778	3.109444444	780	16.6	13	8.6	26.1	7	79.2	33.5	S	T1b	0	44	1	360
